USPS,STATE,GEOID,ANSICODE,NAME,NAME1,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                               
MT,MONTANA,30059,1719600,Meagher County,Meagher,6194909925,7475979,2391.868,2.886,46.5857,-110.92174
MT,MONTANA,30061,1720030,Mineral County,Mineral,3158799812,9897218,1219.619,3.821,47.129687,-115.085385
MT,MONTANA,30063,1719596,Missoula County,Missoula,6715861996,64585268,2593.009,24.937,47.027263,-113.892691
MT,MONTANA,30065,1719593,Musselshell County,Musselshell,4840577746,7118682,1868.958,2.749,46.505281,-108.439763
MT,MONTANA,30067,1720027,Park County,Park,7258388276,27861797,2802.48,10.758,45.463081,-110.53493
MT,MONTANA,30069,1719590,Petroleum County,Petroleum,4288047861,48927318,1655.625,18.891,47.141917,-108.226575
MT,MONTANA,30071,1720023,Phillips County,Phillips,13313630162,185493134,5140.422,71.619,48.250143,-107.928897
MT,MONTANA,30073,1719587,Pondera County,Pondera,4207608374,43980663,1624.567,16.981,48.228604,-112.220761
MT,MONTANA,30075,1719584,Powder River County,Powder River,8542288822,1565958,3298.196,0.605,45.408926,-105.555344
MT,MONTANA,30077,1720021,Powell County,Powell,6024421103,16247901,2326.042,6.273,46.844225,-112.9311
MT,MONTANA,30079,1715847,Prairie County,Prairie,4497780202,15092932,1736.603,5.827,46.812384,-105.503994
MT,MONTANA,30081,1719582,Ravalli County,Ravalli,6192574711,24289479,2390.967,9.378,46.077744,-114.105795
MT,MONTANA,30083,1715338,Richland County,Richland,5398974516,49002593,2084.556,18.92,47.785633,-104.563408
MT,MONTANA,30085,1669428,Roosevelt County,Roosevelt,6098391677,38582249,2354.602,14.897,48.282747,-104.99517
MT,MONTANA,30087,1716795,Rosebud County,Rosebud,12971010183,44234227,5008.135,17.079,46.173206,-106.666792
MT,MONTANA,30089,1719578,Sanders County,Sanders,7149404122,76395122,2760.4,29.496,47.756497,-115.180306
MT,MONTANA,30091,1677577,Sheridan County,Sheridan,4343256745,75111952,1676.941,29.001,48.705587,-104.533916
MT,MONTANA,30093,1719575,Silver Bow County,Silver Bow,1859568269,1518178,717.983,0.586,45.896232,-112.660071
MT,MONTANA,30095,1719572,Stillwater County,Stillwater,4653550993,23732517,1796.746,9.163,45.658545,-109.381576
MT,MONTANA,30097,1719569,Sweet Grass County,Sweet Grass,4805816390,17455905,1855.536,6.74,45.811292,-109.944796
MT,MONTANA,30099,1720018,Teton County,Teton,5883457566,52625570,2271.616,20.319,47.819035,-112.281725
MT,MONTANA,30101,1719566,Toole County,Toole,4959475392,78025726,1914.864,30.126,48.645125,-111.733472
MT,MONTANA,30103,1719563,Treasure County,Treasure,2532492072,17149960,977.801,6.622,46.229441,-107.285772
MT,MONTANA,30105,1678923,Valley County,Valley,12758579872,351382239,4926.115,135.669,48.34985,-106.670424
MT,MONTANA,30107,1719560,Wheatland County,Wheatland,3684208396,13010928,1422.481,5.024,46.496967,-109.857684
MT,MONTANA,30109,1696629,Wibaux County,Wibaux,2303979499,1756846,889.571,0.678,46.962966,-104.274518
MT,MONTANA,30111,1719558,Yellowstone County,Yellowstone,6820102421,40493134,2633.256,15.634,45.936987,-108.276656
NE,Nebraska,31001,835823,Adams County,Adams,1458872832,2477681,563.274,0.957,40.520632,-98.500044
NE,Nebraska,31003,835824,Antelope County,Antelope,2220026341,3715967,857.157,1.435,42.183225,-98.058037
NE,Nebraska,31005,835825,Arthur County,Arthur,1852234549,7644718,715.152,2.952,41.57193,-101.695917
NE,Nebraska,31007,835826,Banner County,Banner,1932231568,392073,746.039,0.151,41.53975,-103.726263
NE,Nebraska,31009,835827,Blaine County,Blaine,1840709930,9414983,710.702,3.635,41.931945,-99.996407
NE,Nebraska,31011,835828,Boone County,Boone,1778138689,1745891,686.543,0.674,41.703934,-98.070476
NE,Nebraska,31013,835991,Box Butte County,Box Butte,2784618473,7150304,1075.147,2.761,42.21038,-103.081779
NE,Nebraska,31015,835829,Boyd County,Boyd,1397106495,13211259,539.426,5.101,42.894448,-98.773022
NE,Nebraska,31017,835830,Brown County,Brown,3163421298,9689320,1221.404,3.741,42.359562,-99.92392
NE,Nebraska,31019,835831,Buffalo County,Buffalo,2507679106,18593340,968.22,7.179,40.855265,-99.074984
NE,Nebraska,31021,835832,Burt County,Burt,1273200060,14187539,491.585,5.478,41.854179,-96.337746
NE,Nebraska,31023,835833,Butler County,Butler,1514867107,15326897,584.893,5.918,41.226072,-97.132039
NE,Nebraska,31025,835834,Cass County,Cass,1443520799,22130961,557.347,8.545,40.909878,-96.140609
NE,Nebraska,31027,835835,Cedar County,Cedar,1917222677,14511196,740.244,5.603,42.60456,-97.25687
NE,Nebraska,31029,835836,Chase County,Chase,2316548816,7962797,894.425,3.074,40.53039,-101.694192
NE,Nebraska,31031,835837,Cherry County,Cherry,15437325491,127452902,5960.385,49.21,42.571323,-101.047653
NE,Nebraska,31033,835838,Cheyenne County,Cheyenne,3097645434,292549,1196.008,0.113,41.214236,-103.011929
NE,Nebraska,31035,835839,Clay County,Clay,1482222888,3234876,572.289,1.249,40.523669,-98.050858
NE,Nebraska,31037,835840,Colfax County,Colfax,1066160690,12611136,411.647,4.869,41.57496,-97.088945
NE,Nebraska,31039,835841,Cuming County,Cuming,1477644346,10691216,570.522,4.128,41.915865,-96.788517
NE,Nebraska,31041,835842,Custer County,Custer,6670757180,932956,2575.594,0.36,41.393893,-99.726866
NE,Nebraska,31043,835843,Dakota County,Dakota,684472101,8143819,264.276,3.144,42.391624,-96.561327
NE,Nebraska,31045,835844,Dawes County,Dawes,3616636214,11875952,1396.391,4.585,42.713038,-103.135436
NE,Nebraska,31047,835845,Dawson County,Dawson,2623809783,16509199,1013.059,6.374,40.86784,-99.815583
NE,Nebraska,31049,835846,Deuel County,Deuel,1139208344,2229828,439.851,0.861,41.111903,-102.332609
NE,Nebraska,31051,835847,Dixon County,Dixon,1233120004,17111900,476.11,6.607,42.485086,-96.855784
NE,Nebraska,31053,835848,Dodge County,Dodge,1370277207,36091675,529.067,13.935,41.577008,-96.645852
NE,Nebraska,31055,835849,Douglas County,Douglas,845399893,33511554,326.411,12.939,41.297091,-96.154066
NE,Nebraska,31057,835850,Dundy County,Dundy,2381956204,3046331,919.678,1.176,40.180165,-101.681133
NE,Nebraska,31059,835851,Fillmore County,Fillmore,1490202741,2989992,575.371,1.154,40.52504,-97.596705
NE,Nebraska,31061,835852,Franklin County,Franklin,1491355863,487899,575.816,0.188,40.183203,-98.96208
NE,Nebraska,31063,835853,Frontier County,Frontier,2524283363,14110080,974.631,5.448,40.530947,-100.406683
NE,Nebraska,31065,835854,Furnas County,Furnas,1862542300,3915843,719.132,1.512,40.191865,-99.909663
NE,Nebraska,31067,835855,Gage County,Gage,2205273758,22012188,851.461,8.499,40.255234,-96.683453
NE,Nebraska,31069,835856,Garden County,Garden,4416875795,66053093,1705.365,25.503,41.633364,-102.302985
NE,Nebraska,31071,835857,Garfield County,Garfield,1474558344,5321553,569.33,2.055,41.906868,-98.951231
NE,Nebraska,31073,835858,Gosper County,Gosper,1186616216,11831826,458.155,4.568,40.509095,-99.823206
NE,Nebraska,31075,835859,Grant County,Grant,2012381803,16500663,776.985,6.371,41.913957,-101.755965
NE,Nebraska,31077,835860,Greeley County,Greeley,1475804204,2188872,569.811,0.845,41.567571,-98.530565
NE,Nebraska,31079,835861,Hall County,Hall,1415143421,14903733,546.39,5.754,40.866027,-98.502664
NE,Nebraska,31081,835862,Hamilton County,Hamilton,1404057520,6811577,542.11,2.63,40.872817,-98.022329
NE,Nebraska,31083,835863,Harlan County,Harlan,1433471221,53339808,553.466,20.595,40.178766,-99.403418
NE,Nebraska,31085,835864,Hayes County,Hayes,1846829887,562429,713.065,0.217,40.537234,-101.047963
NE,Nebraska,31087,835865,Hitchcock County,Hitchcock,1838742669,22103381,709.943,8.534,40.176896,-101.044217
NE,Nebraska,31089,835866,Holt County,Holt,6247711081,13572143,2412.255,5.24,42.459287,-98.784766
NE,Nebraska,31091,835867,Hooker County,Hooker,1867796117,882994,721.16,0.341,41.920317,-101.117324
NE,Nebraska,31093,835868,Howard County,Howard,1474578450,16199402,569.338,6.255,41.216851,-98.513342
NE,Nebraska,31095,835869,Jefferson County,Jefferson,1476754309,14214254,570.178,5.488,40.175736,-97.143103
NE,Nebraska,31097,835870,Johnson County,Johnson,974029895,1704834,376.075,0.658,40.394955,-96.265264
NE,Nebraska,31099,835871,Kearney County,Kearney,1337063552,274634,516.243,0.106,40.50912,-98.947602
NE,Nebraska,31101,835872,Keith County,Keith,2749903240,124629167,1061.744,48.12,41.194245,-101.644449
NE,Nebraska,31103,835873,Keya Paha County,Keya Paha,2002257963,2192527,773.076,0.847,42.87548,-99.718351
NE,Nebraska,31105,835874,Kimball County,Kimball,2465517096,1448446,951.942,0.559,41.199274,-103.703153
NE,Nebraska,31107,835875,Knox County,Knox,2870350752,81515363,1108.249,31.473,42.634404,-97.891349
NE,Nebraska,31109,835876,Lancaster County,Lancaster,2169272978,22847034,837.561,8.821,40.783547,-96.688658
NE,Nebraska,31111,835877,Lincoln County,Lincoln,6641092845,28436694,2564.14,10.979,41.050322,-100.744481
NE,Nebraska,31113,835878,Logan County,Logan,1478101945,1203586,570.698,0.465,41.542155,-100.443665
NE,Nebraska,31115,835879,Loup County,Loup,1459513675,19565477,563.521,7.554,41.903183,-99.509852
NE,Nebraska,31117,835881,McPherson County,McPherson,2225460625,2680669,859.255,1.035,41.648414,-101.120851
NE,Nebraska,31119,835880,Madison County,Madison,1483077363,7333120,572.619,2.831,41.909929,-97.606856
NE,Nebraska,31121,835882,Merrick County,Merrick,1261996223,24655517,487.259,9.52,41.16979,-98.031057
NE,Nebraska,31123,835883,Morrill County,Morrill,3687911916,15923124,1423.911,6.148,41.732204,-102.990594
NE,Nebraska,31125,835884,Nance County,Nance,1143745449,17166724,441.603,6.628,41.402385,-97.991408
NE,Nebraska,31127,835885,Nemaha County,Nemaha,1055100616,5769944,407.377,2.228,40.387389,-95.852721
NE,Nebraska,31129,835886,Nuckolls County,Nuckolls,1489645185,1718484,575.155,0.664,40.176492,-98.046842
NE,Nebraska,31131,835887,Otoe County,Otoe,1594561689,8689332,615.664,3.355,40.637992,-96.131027
NE,Nebraska,31133,835888,Pawnee County,Pawnee,1116478173,4852359,431.075,1.874,40.137797,-96.245214
NE,Nebraska,31135,835889,Perkins County,Perkins,2287768800,2840176,883.313,1.097,40.857646,-101.627468
NE,Nebraska,31137,835890,Phelps County,Phelps,1398048634,1646526,539.79,0.636,40.516365,-99.406557
NE,Nebraska,31139,835891,Pierce County,Pierce,1484707280,3481943,573.249,1.344,42.271413,-97.610992
NE,Nebraska,31141,835892,Platte County,Platte,1745780717,27297317,674.05,10.54,41.576866,-97.513467
NE,Nebraska,31143,835893,Polk County,Polk,1136152530,5104668,438.671,1.971,41.187925,-97.570663
NE,Nebraska,31145,835894,Red Willow County,Red Willow,1857036304,2591016,717.006,1,40.16942,-100.468576
NE,Nebraska,31147,835895,Richardson County,Richardson,1429261302,7077610,551.841,2.733,40.123743,-95.718603
NE,Nebraska,31149,835896,Rock County,Rock,2611457643,8816268,1008.289,3.404,42.394749,-99.420851
NE,Nebraska,31151,835897,Saline County,Saline,1486812316,5821039,574.061,2.248,40.516802,-97.131755
NE,Nebraska,31153,835898,Sarpy County,Sarpy,616679696,24397780,238.101,9.42,41.115064,-96.109125
NE,Nebraska,31155,835899,Saunders County,Saunders,1939715798,28209422,748.928,10.892,41.223388,-96.642097
NE,Nebraska,31157,835900,Scotts Bluff County,Scotts Bluff,1915576080,15402683,739.608,5.947,41.850506,-103.703021
NE,Nebraska,31159,835901,Seward County,Seward,1479995691,11542537,571.43,4.457,40.871944,-97.140383
NE,Nebraska,31161,835902,Sheridan County,Sheridan,6321862268,74723228,2440.885,28.851,42.512289,-102.36828
NE,Nebraska,31163,835903,Sherman County,Sherman,1465552764,14998613,565.853,5.791,41.218743,-98.972849
NE,Nebraska,31165,835904,Sioux County,Sioux,5352785007,1665309,2066.722,0.643,42.470668,-103.73217
NE,Nebraska,31167,835905,Stanton County,Stanton,1107625116,8665087,427.656,3.346,41.905045,-97.177109
NE,Nebraska,31169,835906,Thayer County,Thayer,1486153265,3025339,573.807,1.168,40.173487,-97.596186
NE,Nebraska,31171,835907,Thomas County,Thomas,1845591359,2001976,712.587,0.773,41.85573,-100.524703
NE,Nebraska,31173,835908,Thurston County,Thurston,1019377275,6458648,393.584,2.494,42.154061,-96.533943
NE,Nebraska,31175,835909,Valley County,Valley,1471402764,6076916,568.112,2.346,41.564094,-98.983484
NE,Nebraska,31177,835910,Washington County,Washington,1009985089,8392879,389.957,3.241,41.533973,-96.224577
NE,Nebraska,31179,835911,Wayne County,Wayne,1147147000,1084590,442.916,0.419,42.210746,-97.126243
NE,Nebraska,31181,835912,Webster County,Webster,1489017943,337241,574.913,0.13,40.180646,-98.49859
NE,Nebraska,31183,835913,Wheeler County,Wheeler,1489717901,1059454,575.183,0.409,41.922575,-98.520853
NE,Nebraska,31185,835914,York County,York,1482794064,8595055,572.51,3.319,40.873056,-97.596742
NV,NEVADA,32001,858638,Churchill County,Churchill,12820847808,190742991,4950.157,73.646,39.53771,-118.264166
NV,NEVADA,32003,863600,Clark County,Clark,20439308551,438384090,7891.661,169.261,36.21413,-115.014398
NV,NEVADA,32005,858643,Douglas County,Douglas,1840283025,72182210,710.537,27.87,38.905129,-119.609019
NV,NEVADA,32007,857664,Elko County,Elko,44479019595,74784279,17173.446,28.874,41.141133,-115.351424
NV,NEVADA,32009,858641,Esmeralda County,Esmeralda,9277050177,18552010,3581.889,7.163,37.778966,-117.632382
NV,NEVADA,32011,858640,Eureka County,Eureka,10814982421,11058701,4175.688,4.27,39.977788,-116.272208
NV,NEVADA,32013,863310,Humboldt County,Humboldt,24969535440,44194837,9640.792,17.064,41.407914,-118.127591
NV,NEVADA,32015,863368,Lander County,Lander,14294783160,662270,5519.247,0.256,39.90021,-117.04724
NV,NEVADA,32017,863992,Lincoln County,Lincoln,27540342252,9802713,10633.386,3.785,37.634605,-114.863037
NV,NEVADA,32019,858645,Lyon County,Lyon,5187884294,59489121,2003.053,22.969,39.022213,-119.197425
NV,NEVADA,32021,858644,Mineral County,Mineral,9715777470,155864513,3751.283,60.18,38.516647,-118.416279
NV,NEVADA,32023,863599,Nye County,Nye,47090939212,43207981,18181.914,16.683,37.965864,-116.459011
NV,NEVADA,32027,858646,Pershing County,Pershing,15634691970,79934815,6036.589,30.863,40.439639,-118.409477
NV,NEVADA,32029,858642,Storey County,Storey,683238260,1881025,263.8,0.726,39.438385,-119.524646
NV,NEVADA,32031,858608,Washoe County,Washoe,16358036862,582745905,6315.874,224.999,40.73132,-119.663269
NV,NEVADA,32033,858615,White Pine County,White Pine,23016356483,23426584,8886.665,9.045,39.418176,-114.900565
NV,NEVADA,32510,863219,Carson City,Carson City,374341371,32594082,144.534,12.585,39.15306,-119.747368
NH,NEW HAMPSHIRE,33001,873174,Belknap County,Belknap,1040779612,176541258,401.847,68.163,43.519109,-71.425366
NH,NEW HAMPSHIRE,33003,873175,Carroll County,Carroll,2413515434,159620276,931.864,61.63,43.867774,-71.20156
NH,NEW HAMPSHIRE,33005,873176,Cheshire County,Cheshire,1830367250,57589052,706.709,22.235,42.92546,-72.248183
NH,NEW HAMPSHIRE,33007,873177,Coos County,Coos,4647924324,92545557,1794.574,35.732,44.652548,-71.289431
NH,NEW HAMPSHIRE,33009,873178,Grafton County,Grafton,4425249894,106463952,1708.599,41.106,43.926439,-71.842424
NH,NEW HAMPSHIRE,33011,873179,Hillsborough County,Hillsborough,2270202106,41309760,876.53,15.95,42.911532,-71.723055
NH,NEW HAMPSHIRE,33013,873180,Merrimack County,Merrimack,2416197730,57178203,932.899,22.077,43.299579,-71.680041
NH,NEW HAMPSHIRE,33015,873181,Rockingham County,Rockingham,1801055122,258626550,695.391,99.856,42.988664,-71.09908
NH,NEW HAMPSHIRE,33017,873182,Strafford County,Strafford,951743429,39154072,367.47,15.117,43.293272,-71.035589
NH,NEW HAMPSHIRE,33019,873183,Sullivan County,Sullivan,1393091317,36932078,537.876,14.26,43.361188,-72.222084
NJ,NEW JERSEY,34001,882270,Atlantic County,Atlantic,1438939253,301106094,555.578,116.258,39.469355,-74.633759
NJ,NEW JERSEY,34003,882271,Bergen County,Bergen,602918746,35387155,232.788,13.663,40.959698,-74.074727
NJ,NEW JERSEY,34005,882272,Burlington County,Burlington,2070137467,54133685,799.285,20.901,39.875786,-74.663006
NJ,NEW JERSEY,34007,882273,Camden County,Camden,573324566,15689888,221.362,6.058,39.802407,-74.961249
NJ,NEW JERSEY,34009,882274,Cape May County,Cape May,651437193,955149826,251.521,368.785,39.085841,-74.846354
NJ,NEW JERSEY,34011,882275,Cumberland County,Cumberland,1251948172,503663199,483.38,194.465,39.328434,-75.121628
NJ,NEW JERSEY,34013,882276,Essex County,Essex,326552231,8653266,126.083,3.341,40.7874,-74.246292
NJ,NEW JERSEY,34015,882277,Gloucester County,Gloucester,833996720,38239948,322.008,14.765,39.722875,-75.145679
NJ,NEW JERSEY,34017,882278,Hudson County,Hudson,119640821,41836491,46.194,16.153,40.731375,-74.078601
NJ,NEW JERSEY,34019,882228,Hunterdon County,Hunterdon,1108086285,24761598,427.835,9.561,40.565283,-74.911969
NJ,NEW JERSEY,34021,882229,Mercer County,Mercer,581395408,11337168,224.478,4.377,40.282503,-74.703724
NJ,NEW JERSEY,34023,882230,Middlesex County,Middlesex,800946846,35297517,309.247,13.628,40.439621,-74.40743
NJ,NEW JERSEY,34025,882910,Monmouth County,Monmouth,1212586195,500430336,468.182,193.217,40.287048,-74.152446
NJ,NEW JERSEY,34027,882231,Morris County,Morris,1194048303,53103740,461.025,20.503,40.858896,-74.547292
NJ,NEW JERSEY,34029,882279,Ocean County,Ocean,1627263273,742151361,628.29,286.546,39.865669,-74.258864
NJ,NEW JERSEY,34031,882232,Passaic County,Passaic,482081967,31997851,186.133,12.354,41.036655,-74.299408
NJ,NEW JERSEY,34033,882233,Salem County,Salem,859515222,105389623,331.861,40.691,39.573828,-75.357356
NJ,NEW JERSEY,34035,882234,Somerset County,Somerset,781832071,7993022,301.867,3.086,40.565527,-74.619938
NJ,NEW JERSEY,34037,882236,Sussex County,Sussex,1342876714,43884322,518.488,16.944,41.137461,-74.691914
NJ,NEW JERSEY,34039,882235,Union County,Union,266163569,6841269,102.766,2.641,40.659871,-74.308696
NJ,NEW JERSEY,34041,882237,Warren County,Warren,923435921,15825319,356.541,6.11,40.853491,-75.009498
NM,NEW MEXICO,35001,1702363,Bernalillo County,Bernalillo,3007611393,15882874,1161.245,6.132,35.053628,-106.66908
NM,NEW MEXICO,35003,929108,Catron County,Catron,17933561654,14193499,6924.187,5.48,33.901621,-108.391928
NM,NEW MEXICO,35005,1702364,Chaves County,Chaves,15713917209,20469858,6067.178,7.903,33.361604,-104.469837
NM,NEW MEXICO,35006,933051,Cibola County,Cibola,11758505167,5554598,4539.984,2.145,34.928272,-107.99268
NM,NEW MEXICO,35007,929117,Colfax County,Colfax,9733113274,26296498,3757.976,10.153,36.612964,-104.64011
NM,NEW MEXICO,35009,933053,Curry County,Curry,3640289851,7992977,1405.524,3.086,34.572984,-103.346055
NM,NEW MEXICO,35011,933054,De Baca County,De Baca,6016818946,29090018,2323.107,11.232,34.359273,-104.368696
NM,NEW MEXICO,35013,929109,Do├▒a Ana County,Do├▒a Ana,9863163862,17594250,3808.189,6.793,32.349919,-106.834968
NM,NEW MEXICO,35015,936829,Eddy County,Eddy,10816688004,56493049,4176.347,21.812,32.457835,-104.306434
NM,NEW MEXICO,35017,915980,Grant County,Grant,10259478771,15294669,3961.207,5.905,32.732087,-108.381504
NM,NEW MEXICO,35019,929111,Guadalupe County,Guadalupe,7847072132,2887948,3029.772,1.115,34.869782,-104.784968
NM,NEW MEXICO,35021,933055,Harding County,Harding,5504963122,1162620,2125.478,0.449,35.859352,-103.853424
NM,NEW MEXICO,35023,929106,Hidalgo County,Hidalgo,8905761778,23581028,3438.534,9.105,31.898052,-108.751929
NM,NEW MEXICO,35025,1702365,Lea County,Lea,11374066523,8147103,4391.552,3.146,32.795687,-103.413271
NM,NEW MEXICO,35027,929116,Lincoln County,Lincoln,12512530053,554839,4831.115,0.214,33.740841,-105.449805
NM,NEW MEXICO,35028,1702366,Los Alamos County,Los Alamos,282626748,208105,109.123,0.08,35.870047,-106.307968
NM,NEW MEXICO,35029,933057,Luna County,Luna,7679776933,433660,2965.179,0.167,32.184523,-107.747191
NM,NEW MEXICO,35031,929107,McKinley County,McKinley,14118189399,12689169,5451.064,4.899,35.584062,-108.253294
NM,NEW MEXICO,35033,1702367,Mora County,Mora,4988962636,6093304,1926.249,2.353,35.982841,-104.921898
NM,NEW MEXICO,35035,929104,Otero County,Otero,17126455957,36944199,6612.562,14.264,32.615599,-105.751308
NM,NEW MEXICO,35037,929110,Quay County,Quay,7443508559,18554572,2873.955,7.164,35.107018,-103.548071
NM,NEW MEXICO,35039,1702368,Rio Arriba County,Rio Arriba,15179593247,91463243,5860.874,35.314,36.509669,-106.693983
NM,NEW MEXICO,35041,1702369,Roosevelt County,Roosevelt,6335242836,18679734,2446.051,7.212,34.021207,-103.483004
NM,NEW MEXICO,35043,929113,Sandoval County,Sandoval,9609358329,10852149,3710.194,4.19,35.685091,-106.883119
NM,NEW MEXICO,35045,936844,San Juan County,San Juan,14289565202,54893423,5517.232,21.194,36.511624,-108.324578
NM,NEW MEXICO,35047,929114,San Miguel County,San Miguel,12228666259,51380263,4721.515,19.838,35.476859,-104.803519
NM,NEW MEXICO,35049,933322,Santa Fe County,Santa Fe,4947861290,2643021,1910.38,1.02,35.514531,-105.963972
NM,NEW MEXICO,35051,1702370,Sierra County,Sierra,10829293030,147631578,4181.214,57.001,33.119468,-107.188161
NM,NEW MEXICO,35053,1702371,Socorro County,Socorro,17214061665,4843011,6646.387,1.87,33.991658,-106.939136
NM,NEW MEXICO,35055,933056,Taos County,Taos,5704119616,3383128,2202.373,1.306,36.577183,-105.638878
NM,NEW MEXICO,35057,929112,Torrance County,Torrance,8664061384,2316559,3345.213,0.894,34.554978,-105.890557
NM,NEW MEXICO,35059,929115,Union County,Union,9906834380,15498790,3825.05,5.984,36.488085,-103.475723
NM,NEW MEXICO,35061,933052,Valencia County,Valencia,2762854194,2760089,1066.744,1.066,34.71684,-106.806582
NY,NEW YORK,36001,974099,Albany County,Albany,1354273421,26971925,522.888,10.414,42.58824,-73.97401
NY,NEW YORK,36003,974100,Allegany County,Allegany,2666225086,12989848,1029.435,5.015,42.247853,-78.026153
NY,NEW YORK,36005,974101,Bronx County,Bronx,109235674,39353304,42.176,15.194,40.848711,-73.852939
NY,NEW YORK,36007,974102,Broome County,Broome,1827626589,25078245,705.651,9.683,42.161977,-75.830283
NY,NEW YORK,36009,974103,Cattaraugus County,Cattaraugus,3388125876,36783591,1308.163,14.202,42.239099,-78.662332
NY,NEW YORK,36011,974104,Cayuga County,Cayuga,1791201989,445696708,691.587,172.084,43.008546,-76.574587
NY,NEW YORK,36013,974105,Chautauqua County,Chautauqua,2746450219,1139029655,1060.41,439.782,42.304216,-79.407595
NY,NEW YORK,36015,974106,Chemung County,Chemung,1054988439,8875327,407.333,3.427,42.148697,-76.752471
NY,NEW YORK,36017,974107,Chenango County,Chenango,2314006879,13433905,893.443,5.187,42.478024,-75.602241
NY,NEW YORK,36019,974108,Clinton County,Clinton,2687763026,206581998,1037.751,79.762,44.752712,-73.705643
NY,NEW YORK,36021,974109,Columbia County,Columbia,1643770716,35071400,634.663,13.541,42.247696,-73.626718
NY,NEW YORK,36023,974110,Cortland County,Cortland,1291817953,7110638,498.774,2.745,42.594039,-76.07624
NY,NEW YORK,36025,974111,Delaware County,Delaware,3736306657,64163829,1442.596,24.774,42.193986,-74.966728
NY,NEW YORK,36027,974112,Dutchess County,Dutchess,2060598611,76906718,795.602,29.694,41.754825,-73.740014
NY,NEW YORK,36029,974113,Erie County,Erie,2700663216,476876397,1042.732,184.123,42.752759,-78.778192
NY,NEW YORK,36031,974114,Essex County,Essex,4646753187,316350563,1794.122,122.144,44.109601,-73.778431
NY,NEW YORK,36033,974115,Franklin County,Franklin,4219857155,176622254,1629.296,68.194,44.594376,-74.31067
NY,NEW YORK,36035,974116,Fulton County,Fulton,1283234687,96916403,495.46,37.42,43.115609,-74.423678
NY,NEW YORK,36037,974117,Genesee County,Genesee,1276705561,6137411,492.939,2.37,43.00091,-78.192778
NY,NEW YORK,36039,974118,Greene County,Greene,1676140500,28201061,647.161,10.888,42.279821,-74.142025
NY,NEW YORK,36041,974119,Hamilton County,Hamilton,4447989312,234204425,1717.378,90.427,43.657879,-74.502456
NY,NEW YORK,36043,974120,Herkimer County,Herkimer,3653400319,120358452,1410.586,46.471,43.571009,-74.841097
NY,NEW YORK,36045,974121,Jefferson County,Jefferson,3283887137,1524557044,1267.916,588.635,43.996389,-76.052968
NY,NEW YORK,36047,974122,Kings County,Kings,179684484,71158757,69.377,27.475,40.635045,-73.95064
NY,NEW YORK,36049,974123,Lewis County,Lewis,3306022360,39654224,1276.462,15.311,43.782681,-75.44414
NY,NEW YORK,36051,974124,Livingston County,Livingston,1636254770,22005357,631.762,8.496,42.729042,-77.778463
NY,NEW YORK,36053,974125,Madison County,Madison,1696054036,16691322,654.85,6.445,42.910026,-75.663575
NY,NEW YORK,36055,974126,Monroe County,Monroe,1701477040,1838269506,656.944,709.76,43.250347,-77.700518
NY,NEW YORK,36057,974127,Montgomery County,Montgomery,1044052635,18613523,403.111,7.187,42.900891,-74.435357
NY,NEW YORK,36059,974128,Nassau County,Nassau,736960644,437290667,284.542,168.839,40.729612,-73.589414
NY,NEW YORK,36061,974129,New York County,New York,58683880,29010416,22.658,11.201,40.776642,-73.970187
NY,NEW YORK,36063,974130,Niagara County,Niagara,1352887560,1598842379,522.353,617.317,43.272672,-78.812943
NY,NEW YORK,36065,974131,Oneida County,Oneida,3140213528,117357246,1212.443,45.312,43.242727,-75.434282
NY,NEW YORK,36067,974132,Onondaga County,Onondaga,2016027799,70512842,778.393,27.225,43.006516,-76.196134
NY,NEW YORK,36069,974133,Ontario County,Ontario,1668147120,47854414,644.075,18.477,42.856357,-77.303497
NY,NEW YORK,36071,974134,Orange County,Orange,2103272841,67953621,812.078,26.237,41.40241,-74.306252
NY,NEW YORK,36073,974135,Orleans County,Orleans,1013364725,1103744014,391.262,426.158,43.339906,-78.207028
NY,NEW YORK,36075,974136,Oswego County,Oswego,2464636023,933469962,951.601,360.415,43.461443,-76.209262
NY,NEW YORK,36077,974137,Otsego County,Otsego,2594488425,36312826,1001.738,14.02,42.629776,-75.028841
NY,NEW YORK,36079,974138,Putnam County,Putnam,596350119,41229629,230.252,15.919,41.427907,-73.743861
NY,NEW YORK,36081,974139,Queens County,Queens,281594048,188444349,108.724,72.759,40.654658,-73.841209
NY,NEW YORK,36083,974140,Rensselaer County,Rensselaer,1689859764,33525770,652.459,12.944,42.710421,-73.513845
NY,NEW YORK,36085,974141,Richmond County,Richmond,148982680,117441532,57.523,45.344,40.561263,-74.1399
NY,NEW YORK,36087,974142,Rockland County,Rockland,449840998,66919666,173.685,25.838,41.154628,-74.024662
NY,NEW YORK,36089,977309,St. Lawrence County,St. Lawrence,6939601205,367206795,2679.395,141.779,44.488112,-75.074311
NY,NEW YORK,36091,974143,Saratoga County,Saratoga,2097812305,87488004,809.97,33.779,43.106135,-73.855387
NY,NEW YORK,36093,974144,Schenectady County,Schenectady,530089712,12366944,204.669,4.775,42.817552,-74.043559
NY,NEW YORK,36095,974145,Schoharie County,Schoharie,1610503551,11676951,621.819,4.508,42.591294,-74.438172
